timestamp,SHC_code,target_temp_min,target_temp_max,current_internal_temp,door_open_count_1h,cumulative_door_open_duration_1h,ambient_dry_bulb_temp,external_relative_humidity,weather_condition,equipment_age_years,compressor_duty_cycle_ratio_2h,defrost_cycle_active,cargo_volume_utilization_ratio,excursion_risk_score
"07:01:2026, 10:03",CRT,15.0,25.0,20.509084707447602,17,565.4926528431744,22.04215563631892,47.0521518623348,Cloudy,4.3,1.0,0,0.41,0.5087185756458548
"21:04:2025, 02:03",CRT,15.0,25.0,19.97559895094054,5,146.2888543049255,30.215757219080427,42.4910842521408,Clear,8.05,1.0,0,0.21,0.48724981327339845
"06:06:2025, 01:57",COL,2.0,8.0,9.468078386427472,12,548.9169148049583,41.63002537863861,97.55861562747629,Rainy,4.59,1.0,1,0.82,1.0
"05:12:2025, 21:12",PIL,2.0,8.0,4.31810136517506,5,227.76417632941715,16.191365643588632,39.57274766437228,Clear,3.14,0.89,0,0.45,0.3762214109473401
"06:04:2025, 17:18",FRO,-30.0,-18.0,-25.834899815287596,16,501.24145291165803,24.11884758509332,71.33653210116418,Cloudy,8.78,1.0,0,0.83,0.2753035657888907
"11:09:2025, 20:21",COL,2.0,8.0,5.646829853189563,3,75.37000173288601,37.374295633673896,48.35898080354544,Clear,8.82,1.0,0,0.38,0.6752603632275833
"03:01:2026, 05:15",CRT,15.0,25.0,19.85852691841268,13,429.44463152261295,23.372942694589575,65.25939439336666,Cloudy,2.37,1.0,0,0.51,0.47081959509998644
"02:01:2026, 10:00",PIL,2.0,8.0,5.506845348660669,10,195.48702393408652,19.9684880408468,50.829459428965656,Cloudy,3.62,0.9,0,0.65,0.41966145521352294
"03:06:2025, 16:12",PIL,2.0,8.0,8.05899697074001,18,474.5600652219938,37.76691897446521,92.72067976246599,Rainy,4.95,1.0,0,0.79,0.9582892535647376
"09:06:2025, 11:51",CRT,15.0,25.0,22.424527593785243,10,285.9940523415116,41.078086241836886,95.58381490993436,Rainy,3.1,1.0,1,0.57,0.7436192019769964
"22:06:2025, 01:12",PIL,2.0,8.0,6.665013619253058,3,50.24308466439326,43.25552840579642,40.724979076132584,Clear,2.21,1.0,0,0.43,0.7673227154796669
"04:07:2025, 14:54",FRO,-30.0,-18.0,-25.52599867231386,13,381.55105135010245,40.414437985207115,40.28277526433734,Clear,2.06,1.0,0,0.91,0.3712613320898654
"05:06:2025, 23:09",COL,2.0,8.0,6.770349347144439,1,123.8616157035637,40.79317514454683,96.3347492850131,Rainy,4.57,1.0,1,0.83,0.8940192302720957
"02:04:2025, 11:27",CRT,15.0,25.0,20.019788217130646,15,516.2706548373644,28.6997102742532,14.76300083076727,Sandstorm,7.95,1.0,0,0.86,0.4359981936772163
"23:08:2025, 21:00",PIL,2.0,8.0,5.651497780136399,3,44.8052567069284,39.3599983358593,59.827407189054554,Cloudy,4.89,1.0,0,0.53,0.6011162999274586
"04:12:2025, 20:42",FRO,-30.0,-18.0,-26.898627491437313,8,322.1089155314574,15.089821093980497,34.98985725808685,Clear,2.75,0.93,0,0.68,0.287094401071086
"19:07:2025, 07:42",FRO,-30.0,-18.0,-25.378914686143947,11,245.4549550985846,43.67997218312902,51.80653406060037,Clear,1.51,1.0,0,0.44,0.4547462802544439
"27:08:2025, 01:39",CRT,15.0,25.0,19.94783508641052,6,269.2708271888197,40.948087531054625,52.818258887584484,Cloudy,7.33,1.0,0,0.77,0.4027226451963751
"26:10:2025, 20:27",CRT,15.0,25.0,19.568704837291744,4,206.3873233834272,23.779646879157156,15.319027152008964,Sandstorm,5.59,1.0,0,0.93,0.4540893158181053
"07:03:2025, 04:03",CRT,15.0,25.0,20.51578547547718,8,326.99560524136143,30.544758549563294,25.72058291034522,Clear,5.37,1.0,0,0.65,0.38508055509902006
"26:09:2025, 01:57",COL,2.0,8.0,6.669067241724126,10,184.05271176670541,42.26854811668756,39.026829184334154,Clear,8.17,1.0,0,0.86,0.6600413316135996
"18:01:2026, 05:03",CRT,15.0,25.0,19.536456751648355,10,330.8692361797918,21.32814938061084,16.90645939393474,Sandstorm,5.55,1.0,0,0.88,0.41513997786697276
"15:12:2025, 07:39",CRT,15.0,25.0,18.70360676505732,12,515.918808758626,20.91651306448618,44.748064625558214,Cloudy,1.47,1.0,0,0.47,0.47201094382845465
"29:08:2025, 15:36",PIL,2.0,8.0,7.837369810790129,16,507.15722775468515,39.02876360224749,34.26860356849612,Clear,7.44,1.0,0,0.82,0.7436368105510935
"28:07:2025, 20:57",COL,2.0,8.0,6.305775587630047,5,138.3333300622961,38.88264944105934,53.859652802610306,Clear,3.71,1.0,0,0.77,0.568278112926712
"31:01:2026, 15:45",COL,2.0,8.0,4.334666423587688,12,235.39773557554648,15.792794909460232,47.20891126773494,Cloudy,5.89,0.89,0,0.59,0.4551057284298202
"27:03:2025, 07:45",COL,2.0,8.0,5.437932028497255,10,253.73054654402193,31.959611698199435,15.215839749679544,Sandstorm,9.12,1.0,0,0.38,0.6973056722476324
"10:04:2025, 16:30",FRO,-30.0,-18.0,-25.532485267082215,12,408.1133779859124,24.672224498892692,57.20080207737715,Cloudy,9.38,1.0,0,0.68,0.33345625945155727
"20:02:2026, 05:27",CRT,15.0,25.0,19.68456973783577,3,19.39987707906292,21.78592324908798,27.055892141955404,Clear,8.64,1.0,0,0.87,0.35082550506587773
"14:11:2025, 08:36",PIL,2.0,8.0,5.670476345371281,8,293.0328962970844,19.542366990065485,41.350450526443886,Clear,3.88,1.0,0,0.48,0.4553320412939469
"12:05:2025, 12:12",PIL,2.0,8.0,6.695775633726325,12,305.69578896227307,43.09234943591973,24.307694148777248,Clear,7.68,1.0,0,0.51,0.6730967678120634
"20:06:2025, 00:33",COL,2.0,8.0,6.16421501132198,8,166.74416082041787,42.125785693413974,62.72509286631499,Cloudy,2.52,1.0,0,0.46,0.6858379427054437
"07:11:2025, 09:18",FRO,-30.0,-18.0,-26.413609220132987,9,246.14923466788125,23.0073124930192,28.318972804968,Clear,4.79,1.0,0,0.53,0.34276701464470755
"14:09:2025, 21:30",FRO,-30.0,-18.0,-25.857061590188085,2,21.672360204140197,38.83847559932788,20.370241555812,Clear,10.12,1.0,0,0.46,0.3158292605302292
"24:06:2025, 21:06",FRO,-30.0,-18.0,-25.22951648819281,5,67.24942572193665,38.64558761787805,43.581278394671116,Clear,1.79,1.0,0,0.54,0.292455846261355
"14:05:2025, 09:00",PIL,2.0,8.0,7.82438449571174,11,439.00028153646304,44.316162527102584,42.16225848184614,Clear,6.24,1.0,0,0.54,0.7916358954265328
"13:02:2026, 05:48",PIL,2.0,8.0,5.272523511456406,8,86.28736559610218,19.91380541293295,53.32715059439307,Clear,7.41,1.0,0,0.47,0.3980397396985462
"03:01:2026, 21:42",FRO,-30.0,-18.0,-26.280468960878462,7,264.6178310296507,15.96842107737334,71.16003237709995,Cloudy,2.9,0.88,0,0.57,0.3014426309023223
"11:03:2025, 16:33",COL,2.0,8.0,4.6087081978810795,14,311.56563493785154,24.818856646785264,37.364026849442126,Clear,6.24,1.0,0,0.76,0.49675553479075796
"24:11:2025, 09:24",PIL,2.0,8.0,5.497582200494147,10,351.64333872675036,21.792042144562526,26.018596106421988,Clear,3.33,1.0,0,0.69,0.5128092161767537
"26:04:2025, 02:48",PIL,2.0,8.0,5.775029640460445,13,215.33695147954955,28.47194002314002,40.40064211213469,Clear,8.41,1.0,0,0.54,0.5856677247023584
"26:01:2026, 05:54",FRO,-30.0,-18.0,-26.31535524028809,5,211.2448589054304,19.84931261445685,43.78078488379248,Cloudy,6.15,0.95,0,0.79,0.23939456051851168
"23:07:2025, 04:48",PIL,2.0,8.0,6.537988573209386,2,37.68249591003971,45.50520219251086,48.22024001871955,Clear,3.34,1.0,0,0.38,0.6568362651929369
"04:05:2025, 05:45",COL,2.0,8.0,7.173441051942457,2,33.415535376942806,45.00415677085855,29.936105955390033,Clear,8.0,1.0,0,0.9,0.5996708565089015
"25:01:2026, 19:03",CRT,15.0,25.0,19.177256192548167,3,109.08656121371776,16.16859692131496,50.806464837913246,Cloudy,5.64,0.79,0,0.93,0.31547048335978883
"18:04:2025, 21:12",PIL,2.0,8.0,5.5441583461876185,4,132.03219812478764,26.419602555954384,28.28937734742034,Clear,8.96,1.0,0,0.3,0.5674393078504563
"08:10:2025, 12:51",CRT,15.0,25.0,19.009412381167163,12,339.99997176479775,27.85087224391282,43.18678964535082,Cloudy,8.27,1.0,0,0.54,0.45221706874973017
"15:10:2025, 20:54",FRO,-30.0,-18.0,-26.09379207379605,8,232.33261817383544,25.28189457092635,24.3648133296387,Sandstorm,9.64,1.0,0,0.32,0.361729892822203
"16:12:2025, 21:06",FRO,-30.0,-18.0,-26.671441236517687,2,44.7149265229628,14.640311381511387,48.36059455536385,Cloudy,2.28,0.73,0,0.52,0.2476679309558331
"26:09:2025, 07:54",FRO,-30.0,-18.0,-25.597656941036853,7,268.2215113170596,44.73594289881179,41.48608742295199,Clear,8.44,1.0,0,0.8,0.41799566103356517
"12:01:2026, 01:42",FRO,-30.0,-18.0,-25.37790433613897,11,292.7058827188967,18.559703195557418,18.274845561845268,Sandstorm,3.95,0.98,0,0.49,0.3167087249942952
"23:11:2025, 15:33",COL,2.0,8.0,5.160956302088739,14,290.50694392332065,15.285394443036765,53.28310620001984,Clear,3.46,0.91,0,0.94,0.4483989711070431
"12:11:2025, 09:00",PIL,2.0,8.0,6.241104794751635,16,443.2243899485271,21.51333531206622,39.332052902704525,Clear,4.02,1.0,0,0.36,0.6124705766684816
"22:01:2026, 22:48",PIL,2.0,8.0,4.142859076432483,9,224.55931954237155,16.37270600623362,27.35950934647851,Sandstorm,5.54,0.88,0,0.78,0.5069363365987788
"22:09:2025, 12:12",PIL,2.0,8.0,6.244386084304769,10,259.8998328295682,41.483505506572335,31.747973492619888,Clear,8.92,1.0,0,0.65,0.6890137805225718
"25:12:2025, 07:03",CRT,15.0,25.0,18.87957536609419,5,105.79206528612579,23.409434092840016,14.936767963090313,Sandstorm,2.31,0.92,0,0.88,0.31298861927200505
"20:04:2025, 22:12",PIL,2.0,8.0,5.928099593681658,7,229.49307532126258,25.22129167653301,50.619685952754445,Clear,9.62,1.0,0,0.6,0.5526336838780779
"08:12:2025, 04:09",COL,2.0,8.0,5.2279024703651045,9,242.21234025156502,21.370586912799165,46.05898329590864,Clear,0.5,1.0,0,0.61,0.5198828156627421
"15:10:2025, 07:57",COL,2.0,8.0,5.418139677155287,4,54.5814962782008,31.259605610677877,18.524896626716522,Sandstorm,8.46,1.0,0,0.51,0.46818826189070567
"22:04:2025, 08:09",COL,2.0,8.0,6.31188516094912,16,410.87815448934856,30.83859601678002,41.68968682133526,Clear,8.83,1.0,0,0.48,0.6434879572834733
"27:06:2025, 11:24",PIL,2.0,8.0,6.473256859515152,12,244.7312644880242,41.80317789822479,41.07482650023634,Clear,2.53,1.0,0,0.79,0.7446604548009883
"28:11:2025, 04:45",COL,2.0,8.0,3.915643481290639,5,128.74330812578143,22.127815620290338,37.90296681770707,Clear,2.3,0.93,0,0.9,0.41038922398825767
"23:08:2025, 14:42",FRO,-30.0,-18.0,-25.61900048339167,12,319.2353072296955,39.05300697742216,66.0341404146044,Cloudy,6.33,1.0,0,0.57,0.3426301432686511
"03:07:2025, 00:24",PIL,2.0,8.0,5.983795131219346,12,250.2803173232429,41.254167049066055,40.724224620020614,Clear,1.66,1.0,0,0.95,0.6274773454655121
"29:11:2025, 01:24",PIL,2.0,8.0,5.149087301495284,7,216.23653303840106,20.041325555013696,51.23679643938698,Clear,2.13,0.95,0,0.92,0.3858565940340247
"31:05:2025, 04:33",COL,2.0,8.0,6.920936690360506,10,183.35817431190424,45.794753877911965,14.248128399177174,Sandstorm,3.64,1.0,0,0.73,0.7016719353324902
"07:11:2025, 11:24",PIL,2.0,8.0,5.35927722994491,13,375.87124783054867,19.76754128281506,50.52789115940714,Clear,5.41,1.0,0,0.62,0.4992769252987887
"27:08:2025, 19:51",CRT,15.0,25.0,20.191542468513997,5,36.8570768509953,37.81706722441241,61.32131675961179,Cloudy,7.26,1.0,0,0.73,0.48736126551533787
"20:12:2025, 13:18",FRO,-30.0,-18.0,-27.222486134760604,12,475.12848703931263,17.902557933668106,64.3948890885768,Cloudy,4.07,1.0,0,0.63,0.355381186171354
"13:03:2025, 15:06",FRO,-30.0,-18.0,-25.537067304637546,12,472.0469480725647,25.9488537203544,59.50808820976787,Cloudy,7.36,1.0,0,0.82,0.3583655857765737
"15:08:2025, 19:06",FRO,-30.0,-18.0,-24.970268114302172,6,182.38381980101943,39.110654198696935,93.90664099711728,Rainy,5.96,1.0,1,0.32,0.4844294388434566
"04:09:2025, 23:30",FRO,-30.0,-18.0,-25.108994506939208,4,57.39672402626398,41.55401537742499,34.21957324812538,Clear,7.61,1.0,0,0.55,0.32755555270029235
"20:10:2025, 00:18",FRO,-30.0,-18.0,-26.543612997285276,11,404.51675383844105,29.2831537065235,16.574914639556358,Sandstorm,7.81,1.0,0,0.67,0.2744953629470262
"03:09:2025, 01:18",FRO,-30.0,-18.0,-25.186599074632174,4,166.57740842233244,41.71500365668022,41.76484854283249,Clear,8.2,1.0,0,0.8,0.36872990481439144
"14:01:2026, 14:36",PIL,2.0,8.0,4.27575368448986,8,178.26578020999554,15.112781030696368,13.743848964506228,Sandstorm,3.58,0.84,0,0.51,0.4033360979175609
"22:07:2025, 00:27",CRT,15.0,25.0,20.68825329453158,5,96.88109525637317,42.594244680032006,52.471931951457464,Clear,3.58,1.0,0,0.56,0.43484390976726023
"13:05:2025, 10:15",CRT,15.0,25.0,21.797180950291228,15,349.8131267889495,44.582233546462234,29.516052768818763,Clear,6.09,1.0,0,0.52,0.5214960043569101
"11:11:2025, 11:18",FRO,-30.0,-18.0,-25.871333479363905,12,307.7309115507081,19.750694048142908,52.8221726883498,Clear,2.79,0.98,0,0.47,0.36217119460445685
"02:01:2026, 09:18",FRO,-30.0,-18.0,-25.233936928811673,17,475.66727038027295,20.093431251834406,55.2372952849986,Cloudy,2.68,1.0,0,0.74,0.27642280760929466
"20:12:2025, 07:21",COL,2.0,8.0,5.457148696737137,9,313.8276699915993,21.29287193937329,41.86075391192507,Cloudy,2.1,1.0,0,0.8,0.48330444197604344
"23:02:2026, 15:21",COL,2.0,8.0,4.786249340660848,10,230.9080644894464,16.499772095688076,45.021073959728575,Clear,8.75,1.0,0,0.9,0.45943426867640735
"25:08:2025, 03:06",FRO,-30.0,-18.0,-25.023329911568226,4,49.16877705749181,43.614199846335254,43.169935258287154,Cloudy,7.31,1.0,0,0.7,0.354270872703469
"28:10:2025, 05:21",COL,2.0,8.0,6.335688860504746,5,119.90106232664084,31.93709081141092,67.95126591422378,Cloudy,6.64,1.0,0,0.83,0.474796975416406
"14:07:2025, 20:57",COL,2.0,8.0,5.541367521015792,3,65.49838556052056,39.38221404007048,36.26187281126451,Clear,3.34,1.0,0,0.38,0.5644553912440703
"17:10:2025, 17:00",PIL,2.0,8.0,6.081417544562942,11,496.95699554323636,24.19585365394002,12.320717108935092,Sandstorm,7.46,1.0,0,0.41,0.6805654457509184
"20:09:2025, 11:12",PIL,2.0,8.0,7.610319299738854,4,116.79164158599208,42.8915947436098,32.069913154764265,Clear,8.85,1.0,0,0.74,0.6572547723899891
"23:08:2025, 20:18",FRO,-30.0,-18.0,-25.546138266751086,9,360.6424935176094,38.039189112320834,45.57895383363454,Cloudy,6.58,1.0,0,0.76,0.36134555052446554
"26:06:2025, 23:51",CRT,15.0,25.0,20.523059234647967,3,39.24221820255009,41.62644676850394,33.75968984347356,Clear,2.91,1.0,0,0.54,0.45970249194758656
"08:02:2026, 00:09",COL,2.0,8.0,4.117519823445682,0,32.69503514723655,17.29902959070137,28.24137492814635,Clear,7.29,0.94,0,0.36,0.4798270523013711
"20:02:2026, 02:39",CRT,15.0,25.0,19.990219072081768,6,291.0242063426671,20.0808702848251,44.480077810388664,Clear,6.58,1.0,0,0.74,0.4260519751335232
"14:06:2025, 09:48",PIL,2.0,8.0,7.770324970176558,14,315.2654738449818,43.76469134013689,95.29462310369883,Rainy,2.58,1.0,0,0.6,0.9901806483144167
"25:01:2026, 12:45",COL,2.0,8.0,5.71821277874502,8,300.1288891250427,18.473630305137416,63.561604508058224,Cloudy,5.28,0.98,0,0.9,0.4687536498222541
"11:09:2025, 12:18",FRO,-30.0,-18.0,-25.720402475789495,8,335.06384496855304,42.77505942429849,52.10835873906331,Clear,9.52,1.0,0,0.53,0.36109918409361785
"17:07:2025, 18:15",CRT,15.0,25.0,19.75660716894228,10,381.4003313223058,38.88633435364598,51.129397646626174,Clear,2.4,1.0,0,0.45,0.5194971773530664
"21:01:2026, 12:09",COL,2.0,8.0,4.264176300742124,8,194.6639581517113,17.086707834607594,20.910535899187998,Sandstorm,6.18,0.88,0,0.75,0.36217372289846594
"04:06:2025, 12:09",COL,2.0,8.0,7.970890885314181,12,383.9945451797823,41.24049416862771,95.70775273212067,Rainy,5.8,1.0,0,0.85,0.8868410130307091
"22:05:2025, 23:09",COL,2.0,8.0,6.085870432756229,9,109.8996456796848,39.81551239421104,67.65991425490603,Cloudy,5.82,1.0,0,0.38,0.6275316428430336
"04:06:2025, 00:15",CRT,15.0,25.0,20.11814480033428,4,174.42418424121712,41.675169237437906,99.90156911464976,Rainy,4.24,1.0,1,0.79,0.6194355579519775
"16:10:2025, 21:45",COL,2.0,8.0,5.417063490770486,3,81.59162804340339,23.782108997252074,21.6833042962435,Sandstorm,7.61,1.0,0,0.39,0.4464986910148889
"04:10:2025, 20:18",FRO,-30.0,-18.0,-26.184035902160833,9,416.795324356718,24.80098841602438,48.20820132370071,Clear,7.73,1.0,0,0.67,0.32862355259801834
"22:04:2025, 15:09",COL,2.0,8.0,5.672393116047364,12,342.4303366970043,24.89802298220111,41.233080253014805,Clear,8.39,1.0,0,0.33,0.6220536827924058
"24:06:2025, 00:06",FRO,-30.0,-18.0,-24.814669185341167,11,413.63744215419206,42.098823016845245,44.848327386452425,Clear,1.73,1.0,0,0.6,0.36018761283352446
"28:08:2025, 20:42",FRO,-30.0,-18.0,-25.710108333245827,8,149.93554040181522,39.481319767511565,46.78272776533376,Cloudy,7.61,1.0,0,0.85,0.32856376240762397
"13:04:2025, 08:54",FRO,-30.0,-18.0,-25.40431863891264,10,136.98408827013463,31.49300623083551,38.15671358589022,Clear,9.52,1.0,0,0.51,0.29779512528860747
"28:03:2025, 22:15",CRT,15.0,25.0,19.45866310013299,7,138.0569282481864,24.729265718729533,26.783608396821872,Sandstorm,8.12,1.0,0,0.49,0.4176844818826826
"22:06:2025, 21:51",CRT,15.0,25.0,20.03098835496808,6,141.06411402584484,39.76677208115441,32.52997608071938,Clear,3.68,1.0,0,0.39,0.4479925627478228
"19:07:2025, 00:42",FRO,-30.0,-18.0,-25.574888389077554,5,125.44714054966984,41.70191466236422,27.089550882300536,Clear,3.54,1.0,0,0.37,0.4028337814197726
"27:09:2025, 05:15",CRT,15.0,25.0,20.217018483685376,8,243.28183644297604,44.75083998049998,53.604448727635386,Clear,9.78,1.0,0,0.9,0.4373599893891994
"19:12:2025, 16:39",CRT,15.0,25.0,19.107660518703135,8,210.69755950137886,15.47060892890818,65.77291503471953,Cloudy,1.45,0.85,0,0.59,0.40759385375366297
"28:05:2025, 21:15",CRT,15.0,25.0,24.57911861540808,15,627.3158924203177,39.76213901841123,41.32722728208576,Cloudy,5.7,1.0,0,0.81,0.8982688850366113
"18:06:2025, 22:39",CRT,15.0,25.0,19.804531241824453,1,5.44970232202645,39.52443018815724,55.485952809735636,Cloudy,2.84,1.0,0,0.45,0.47698214096390423
"20:08:2025, 07:36",PIL,2.0,8.0,7.944928475892747,7,174.385832475652,45.50159911172103,100.0,Rainy,7.79,1.0,1,0.32,1.0
"02:08:2025, 14:00",PIL,2.0,8.0,7.3144031205965785,13,351.52826280590506,39.154496311467796,52.681156909565246,Cloudy,3.44,1.0,0,0.75,0.6513138809967539
"02:10:2025, 19:18",FRO,-30.0,-18.0,-26.92919878926089,5,186.9137938296228,23.69718202421546,50.049301229616766,Clear,9.1,1.0,0,0.88,0.2515027377279349
"24:12:2025, 15:39",CRT,15.0,25.0,19.199958699488278,18,568.2108404417854,17.22400623003604,13.576267267918054,Sandstorm,2.96,1.0,0,0.78,0.39927315965704413
"24:04:2025, 02:30",FRO,-30.0,-18.0,-26.407954761934263,9,301.92183871164923,31.866021797599593,39.62942520194009,Clear,9.14,1.0,0,0.5,0.31108577468547116
"31:12:2025, 03:45",COL,2.0,8.0,4.482345839917986,3,128.21305682873424,20.090275405374456,15.662607363611395,Sandstorm,2.15,0.87,0,0.65,0.35400746435521047
"15:09:2025, 11:09",COL,2.0,8.0,6.352456967112497,15,372.602125270989,42.99573755238655,22.749730915196956,Clear,6.96,1.0,0,0.46,0.7985746466597843
"12:10:2025, 12:45",COL,2.0,8.0,6.726489123765543,14,399.5837969351053,29.452692285015804,61.94871534388773,Cloudy,6.19,1.0,0,0.4,0.6490390198913305
"24:07:2025, 17:54",FRO,-30.0,-18.0,-24.722892758493003,15,596.8442023091219,39.3850206033284,50.063742670667665,Clear,4.03,1.0,0,0.47,0.3621799741972346
"15:06:2025, 10:18",FRO,-30.0,-18.0,-25.837756492742614,11,296.23731505404214,42.772349818356446,61.32779655197405,Cloudy,2.83,1.0,0,0.42,0.3777728491061169
"15:12:2025, 12:33",COL,2.0,8.0,4.366821231425319,7,212.4295734489405,18.52507680111018,66.77852951269138,Cloudy,3.42,0.91,0,0.52,0.4528612464577515
"06:06:2025, 04:24",PIL,2.0,8.0,6.580005233389031,4,116.50612254949058,44.46508924834628,89.04116468464626,Rainy,3.66,1.0,1,0.78,0.8887603395195971
"12:02:2026, 07:45",COL,2.0,8.0,4.760909623519364,7,214.51323285652146,21.015304665077622,46.17352598667345,Clear,8.79,1.0,0,0.43,0.5095523791089505
"21:03:2025, 19:27",CRT,15.0,25.0,19.22839581713916,5,170.5516386981698,25.17643948046729,42.975884257632636,Cloudy,7.28,1.0,0,0.4,0.45514905948236767
"14:04:2025, 20:57",COL,2.0,8.0,5.9065200429261795,8,232.74659522760487,24.359149413137548,24.749206294137164,Clear,9.77,1.0,0,0.55,0.5332452091710194
"11:11:2025, 06:45",COL,2.0,8.0,5.706574037510635,6,261.1950968591567,21.942609223911038,43.23189298922249,Clear,3.83,1.0,0,0.42,0.5310283160348771
"26:02:2026, 05:18",FRO,-30.0,-18.0,-26.346888729278806,11,280.05947631855764,22.023951888370323,32.37346118341591,Clear,8.94,1.0,0,0.84,0.2749988779897141
"21:04:2025, 15:21",COL,2.0,8.0,10.875500719065668,17,646.6268058113773,24.75245538926535,40.110419720359786,Clear,9.33,1.0,0,0.36,0.9583639723629874
"28:06:2025, 07:42",FRO,-30.0,-18.0,-25.69091437942205,1,31.02087724342551,43.72495185888269,53.16179028504323,Clear,3.02,1.0,0,0.77,0.287506893689159
"13:07:2025, 08:12",PIL,2.0,8.0,7.616589594195795,10,298.69207017369337,45.773625404315254,36.75950572325431,Clear,1.8,1.0,0,0.58,0.7197141533186763
"20:03:2025, 15:06",FRO,-30.0,-18.0,-26.87696056745098,14,574.6944772784193,25.777973338455595,55.402850548615646,Cloudy,7.57,1.0,0,0.47,0.392163020590184
"17:07:2025, 22:06",FRO,-30.0,-18.0,-26.324470559026675,8,119.74867270857752,40.843250242655756,24.045438074755683,Clear,4.65,1.0,0,0.36,0.44534294153017245
"03:05:2025, 18:12",PIL,2.0,8.0,6.123939399825717,12,263.24458643079225,37.16293542933537,28.665761276335815,Clear,7.71,1.0,0,0.8,0.6226297430303895
"28:03:2025, 13:09",COL,2.0,8.0,10.37277386456086,18,671.8424384377847,27.514395299158412,16.850762240371342,Sandstorm,8.18,1.0,0,0.53,1.0
"23:02:2026, 18:51",CRT,15.0,25.0,19.769556032626017,12,275.7506932746572,15.66677844937607,33.42127268309373,Clear,8.94,1.0,0,0.85,0.410302213885717
"26:09:2025, 16:18",FRO,-30.0,-18.0,-25.25615187282067,15,377.71667336461115,39.18582026408817,47.75442889933813,Clear,8.93,1.0,0,0.89,0.38340859792352155
"13:06:2025, 23:18",FRO,-30.0,-18.0,-24.592254575379975,5,206.53485643224414,40.27379133124441,93.9114195464734,Rainy,2.48,1.0,1,0.52,0.5040862918700614
"11:05:2025, 08:54",FRO,-30.0,-18.0,-25.732110003408675,16,576.5198395393792,42.72006411778862,34.15334768599546,Clear,6.48,1.0,0,0.75,0.3628789544184807
"12:04:2025, 08:45",COL,2.0,8.0,6.6752895837608826,13,289.35537111801693,31.170368396308042,36.6440634404268,Clear,10.12,1.0,0,0.79,0.5970735245332237
"06:06:2025, 03:42",FRO,-30.0,-18.0,-24.927875807650683,5,235.27034558613693,43.1358025895625,87.11320323852391,Rainy,3.54,1.0,1,0.75,0.5300293601130616
"22:07:2025, 01:09",COL,2.0,8.0,6.2675337628791965,4,118.70394646831693,42.866723078320334,40.297147352903934,Clear,3.62,1.0,0,0.55,0.6323257488243
"19:05:2025, 00:18",FRO,-30.0,-18.0,-25.855157033893235,9,226.21721417209793,41.146853387797606,21.67140188525077,Clear,6.74,1.0,0,0.4,0.3578237425318006
"21:04:2025, 17:27",CRT,15.0,25.0,20.5232704296393,10,198.64497849381885,24.645169993651134,49.32579190526394,Clear,8.49,1.0,0,0.33,0.4634552422627594
"02:09:2025, 13:24",PIL,2.0,8.0,7.9238819242808844,14,526.0931136494708,40.42475775697636,53.42857467361862,Clear,7.88,1.0,0,0.79,0.7400404923309881
"14:09:2025, 15:33",COL,2.0,8.0,7.150596186350754,11,300.4729905818355,37.8690526722455,51.82343177518875,Clear,10.94,1.0,0,0.42,0.6958051968217837
